X,Y,OBJECTID,Bridge_Department_Number,Bridge_Name,Bridge_Identification_Number__B,Highway_Agency_District,Town,Latitude,Longitude,Feature_Intersected,Facility_Carried,Structure_Material,Structure_Type,Year_Built,Year_Reconstructed,Type_of_Service,Structure_Length,Bridge_Owner,Structurally_Deficient,BridgeInspectionDate,Posted,Structure_Category,GlobalID,created_user,created_date,last_edited_user,last_edited_date
-72.36500498175586,42.210121601735771,5921,B05005,,5W7,02,Belchertown,42.210113,-72.36500397,WATER JABISH BROOK,HWY   SOUTH ST,Prestressed concrete,Box Beam or Girders - Multiple,2009,0,Highway-pedestrian,23.5,MUN,NO,2015-05-13 00:00:00,Open,Bridge (NBI),{5056A69D-A28A-4522-B7AF-1613E3DC7301},,,,
-73.004205227006224,42.359551608212847,5922,M19016,,AVC,01,Middlefield,42.359543,-73.004204,WATER GLENDALE BROOK,HWY   ROOT RD,Concrete,Culvert (includes frame culverts),1983,0,Highway,6.7,MUN,NO,2015-05-13 00:00:00,Open,Bridge (NBI),{BBBC0229-52B6-4B85-82E4-7163CBFCDAC4},,,,
-73.275140207120884,42.400397495041481,5923,L07023,,AVD,01,Lenox,42.40038889,-73.27513889,WATER YOKUN BROOK,HWY   W MOUNTN RD,Steel,Culvert (includes frame culverts),1970,0,Highway,3.5,MUN,NO,2017-01-11 00:00:00,Open,Short Span Bridge,{A0E58ED0-D855-41B5-A975-04CC0C9F29C1},,,,
-71.191878598592098,41.728120547636017,5924,S16003,DAVID M. ANTHONY,AVG,05,Somerset,41.728112,-71.191878,WATER LEES RIVER,ST103 WILBUR AVE,Prestressed concrete,Stringer/Multi-beam or Girder,2009,0,Highway-pedestrian,33,DOT,NO,2015-06-25 00:00:00,Open,Bridge (NBI),{54EE4E06-5037-4F5F-8E09-1DE2A82922A9},,,,
-71.156347597565968,42.402666678495436,5925,A10021,,2DM,04,Arlington,42.402658,-71.15634697,HWY   LAKE ST,ST  2,Steel,Stringer/Multi-beam or Girder,1967,0,Highway,52.7,DOT,YES,2016-02-17 00:00:00,Posted For Load,Bridge (NBI),{1C8BD3C6-6017-4883-8378-E028FAE02110},,,,
-71.16389262814431,42.405759678648494,5926,A10012,,2DN,04,Arlington,42.405751,-71.163892,ST  2,ST 60 PLEASANT ST,Steel,Stringer/Multi-beam or Girder,1967,0,Highway-pedestrian,58.5,DOT,NO,2016-01-18 00:00:00,Open,Bridge (NBI),{CB322661-F612-4E02-8055-900EA669D37E},,,,
-71.194267610116526,42.415391651391808,5927,A10023,,2DP,04,Arlington,42.41538297,-71.19426697,HWY   DOW AVE,ST  2,Steel,Stringer/Multi-beam or Girder,1967,0,Highway,26.2,DOT,NO,2016-02-22 00:00:00,Open,Bridge (NBI),{613E89B7-9518-4F76-B0DC-61E1CF0598CA},,,,
-71.143508954378873,42.397439232823238,5928,A10025,,2DQ,04,Arlington,42.39743056,-71.14350833,WATER ALEWIFE BROOK,ST  2 EB RAMP,Prestressed concrete,Box Beam or Girders - Multiple,1986,0,Highway-pedestrian,16.5,DOT,NO,2017-01-30 00:00:00,Open,Bridge (NBI),{B796648A-AE7E-4CF7-B379-185C926A52D6},,,,
-70.993545545460989,42.41864168650141,5929,R05011,,AYH,04,Revere,42.418633,-70.99354497,RR    MBTA/BMRR,HWY   REVERE ST,Prestressed concrete continuous,Slab,2008,0,Highway-pedestrian,27.8,DOT,NO,2016-05-19 00:00:00,Open,Bridge (NBI),{CDC6E20C-DAAF-41AD-AF58-C69190FE7979},,,,
-71.076530599613562,42.4131896834146,5930,M01021,109 COMMERCIAL STREET,AYJ,04,Malden,42.413181,-71.07653,WATER LINE BROOK,HWY   COMMRCIAL ST,Concrete,Culvert (includes frame culverts),1960,0,Highway,7.9,DOT,NO,2009-09-23 00:00:00,Open,Short Span Bridge,{551B7DC5-A2CD-4687-89C5-257B5C69A6F6},,,,
-71.059445035313857,42.343550336752038,5931,B16686,James M. Kelly,AYL,06,Boston,42.34354167,-71.05944444,"COMB  MBTA, ST & FT PT C",HWY   BROADWAY,Prestressed concrete continuous,Box Beam or Girders - Multiple,1996,0,Highway-pedestrian,230,DOT,NO,2016-10-31 00:00:00,Open,Bridge (NBI),{E580F15B-26CB-4773-92FC-8F6F35201F33},,,,
-72.239131991322665,42.592905678552064,5932,A15006,,AYN,02,Athol,42.592897,-72.239131,WATER MILLERS RIVER,ST  2 A/S MAIN ST,Steel,Box Beam or Girders - Single or Spread,2010,0,Highway-pedestrian,40.2,DOT,NO,2016-10-20 00:00:00,Open,Bridge (NBI),{87FA0C6B-C6E4-4D35-B5A3-B8DFD709A52F},,,,
-71.259726645593886,42.149736626741415,5933,W03015,SPEC 5 RICHARD C AUDETTE,40X,05,Walpole,42.149728,-71.259726,RR    CSX,ST 27 ELM ST,Steel,Stringer/Multi-beam or Girder,1960,0,Highway-pedestrian,26.5,DOT,NO,2016-02-25 00:00:00,Open,Bridge (NBI),{A8302BB6-084F-4935-BBC0-09B97432AB10},,,,
-71.259486615418993,42.136634596791389,5934,W03017,,40Y,05,Walpole,42.13662597,-71.25948597,RR    CSX,ST  1 A/MAIN ST,Steel,Girder and Floorbeam System,1955,0,Highway-pedestrian,27.7,DOT,NO,2016-02-23 00:00:00,Open,Bridge (NBI),{CBEB19BD-74D0-41B2-89EE-C04484A804AE},,,,
-71.24884664024195,42.139633625336039,5935,W03003,,410,05,Walpole,42.139625,-71.248846,RR    PCRR (ABANDONED),HWY   COMMON ST,Steel,Stringer/Multi-beam or Girder,1939,0,Highway-pedestrian,12.2,DOT,NO,2016-01-26 00:00:00,Open,Bridge (NBI),{B2D8512E-527E-484B-82FF-8093FD04C092},,,,
-71.274970620319351,42.139127623691301,5936,W03020,,411,05,Walpole,42.139119,-71.27496997,RR    MBTA/CSX,HWY   WEST ST,Steel,Stringer/Multi-beam or Girder,1991,0,Highway-pedestrian,20.1,DOT,NO,2015-11-20 00:00:00,Open,Bridge (NBI),{EF95A9E9-FA22-4F0C-8F8B-E21C2F1FB51B},,,,
-71.283837651902829,42.136442623649572,5937,W03021,,412,05,Walpole,42.136434,-71.283837,RR    MBTA/CSX,HWY   WEST ST,Steel,Stringer/Multi-beam or Girder,1991,0,Highway-pedestrian,21,DOT,NO,2015-11-20 00:00:00,Open,Bridge (NBI),{E19E50A8-7D0F-4A38-9037-EA311E63FC9D},,,,
-71.149349624027494,42.422482681989926,5938,A10026,111 MYSTIC VALLEY PARKWAY WEST/MILL BROOK,B36,04,Arlington,42.422474,-71.149349,WATER MILL BROOK,HWY   MYST VAL PKY,Concrete,Culvert (includes frame culverts),1916,0,Highway-pedestrian,3,DOT,NO,2009-03-31 00:00:00,Posted(Load/Capacity Restriction),Short Span Bridge,{15181EE0-685B-40A0-8E73-65E0288BF101},,,,
-71.263922637608914,42.473740660729959,5939,B04017,,B39,04,Bedford,42.47373197,-71.26392197,WATER SHAWSHEEN RIVER,HWY   SUMMER ST,Steel,Culvert (includes frame culverts),1930,0,Highway-pedestrian,4.3,MUN,YES,2016-05-09 00:00:00,Open,Short Span Bridge,{F51E9843-EC19-4E76-9B2C-7AA055455B64},,,,
-71.322978473069981,42.664380944178347,5940,D11001,,2KE,04,Dracut,42.66437222,-71.32297778,WATER BEAVER BK EAST STR,ST113 PLEASANT ST,Masonry,Arch - Deck,1855,1921,Highway-pedestrian,7.3,DOT,NO,2015-05-06 00:00:00,Open,Bridge (NBI),{06C3C8EA-3C92-4445-A7AD-94F1935B06C0},,,,
-71.322978473069981,42.664380944178347,5941,D11001,,2KF,04,Dracut,42.66437222,-71.32297778,WATER BEAVER BK WEST STR,ST113 PLEASANT ST,Masonry,Arch - Deck,1855,1921,Highway-pedestrian,7.3,DOT,NO,2015-05-06 00:00:00,Open,Bridge (NBI),{C35E6A0E-BA90-4B45-B32A-7F1F5E4AFFF1},,,,
-71.228764536068425,42.372564226214223,5942,W04002,Charles F. Graceffa,2KG,04,Waltham,42.37255556,-71.22876389,WATER CHARLES RIVER,HWY   NEWTON ST,Masonry,Arch - Deck,1877,1951,Highway-pedestrian,27.4,DOT,NO,2017-03-29 00:00:00,Open,Bridge (NBI),{72D3BB32-B1FA-4153-A5C9-31817EF7EBDD},,,,
-71.118033950535576,42.479661471796227,5943,W43041,Ronald P. West Memorial,2KH,04,Woburn,42.47965278,-71.11803333,WATER ABERJONA RIVER,HWY   MONTVALE AVE,Prestressed concrete,Box Beam or Girders - Multiple,1958,0,Highway-pedestrian,8.5,DOT,NO,2017-03-15 00:00:00,Open,Bridge (NBI),{9D780C31-E1B7-4C00-8833-1E3EA1EA074A},,,,
-71.366180696700582,42.458044682166118,5944,C19004,OLD SOUTH BRIDGE,2KJ,04,Concord,42.458036,-71.36618,WATER SUDBURY RIVER,ST 62 /ST2A/MAIN,Concrete,Arch - Deck,1909,0,Highway-pedestrian,21.9,DOT,NO,2016-11-10 00:00:00,Posted For Load,Bridge (NBI),{D700F191-777F-4D32-B8D1-B082276D828B},,,,
-70.335771288509704,41.687700539116427,5945,B01019,U.S. Navy Seal Kevin A. Houston Vetrans Mem. Bridge,46H,05,Barnstable,41.68769197,-70.33577097,ST132 IYANNOUGH RD,US  6 EB/MD CP HWY,Steel,Stringer/Multi-beam or Girder,1966,0,Highway,51.8,DOT,NO,2017-02-21 00:00:00,Open,Bridge (NBI),{05430B28-B100-4E26-A361-21F76EAD48FA},,,,
-70.306862277701654,41.688181539994041,5946,B01015,,46J,05,Barnstable,41.68817297,-70.30686197,HWY   PHINNEYS LN,US  6 EB/MD CP HWY,Concrete continuous,Tee Beam,1966,0,Highway,40.5,DOT,NO,2016-09-21 00:00:00,Open,Bridge (NBI),{4E10F783-D544-48BE-A3BD-258E21DB2AAC},,,,
-70.306682278315265,41.688609540010731,5947,B01015,,46K,05,Barnstable,41.68860097,-70.30668197,HWY   PHINNEYS LN,US  6 WB/MD CP HWY,Concrete continuous,Tee Beam,1953,0,Highway,40.2,DOT,NO,2016-09-21 00:00:00,Open,Bridge (NBI),{B245AA01-F70F-40E2-BBE2-13BDB1B21719},,,,
-70.281051298444183,41.687928540011328,5948,B01018,,46L,05,Barnstable,41.68791997,-70.281051,HWY   MARY DUNN RD,US  6 WB/MD CP HWY,Concrete continuous,Tee Beam,1953,0,Highway,40.2,DOT,NO,2016-05-11 00:00:00,Open,Bridge (NBI),{1D67DA79-22E0-42C3-A2FC-11C350C9CE09},,,,
-70.2810512981317,41.687445569026032,5949,B01018,,46M,05,Barnstable,41.687437,-70.281051,HWY   MARY DUNN RD,US  6 EB/MD CP HWY,Concrete continuous,Tee Beam,1966,0,Highway,40.5,DOT,NO,2016-05-16 00:00:00,Open,Bridge (NBI),{3A14BCCB-E9CC-4FB4-807E-A62FE1166A3F},,,,
-72.146250910852075,42.22999358479062,5950,W19006,RR# 69.66,B9C,02,West Brookfield,42.22998497,-72.14624997,RR    CSX,HWY   LONG HILL RD,Steel,Girder and Floorbeam System,2012,0,Highway,31,DOT,NO,2016-12-06 00:00:00,Open,Bridge (NBI),{F9936132-F2F2-4A66-B981-FF4D99E3D3FB},,,,
-71.51316739446446,42.143666950191516,5951,M21030,,B9G,03,Milford,42.14365833,-71.51316667,WATER CHARLES RIVER,ST 16  MAIN ST,Concrete,Culvert (includes frame culverts),1939,1970,Highway-pedestrian,4,MUN,UNKNOWN,NO CURRENT INSPECTION,,Short Span Bridge,{F9376BAA-0161-4060-8FAA-C798BC34C039},,,,
-70.845515508655666,42.151056639785345,5952,H06011,Cpl. Franklin N. Massey,B9H,05,Hanover,42.151048,-70.845515,ST  3 PILGRIM HWY,ST 53 WASHNGTON ST,Steel continuous,Stringer/Multi-beam or Girder,2012,0,Highway-pedestrian,73.2,DOT,NO,2017-01-27 00:00:00,Open,Bridge (NBI),{9BFDB1B2-B387-4A37-9599-07F400B579D6},,,,
-71.007431136448872,42.473161474261225,5953,S05004,,2QQ,04,Saugus,42.47315278,-71.00743056,WATER SAUGUS RIVER,HWY   CENTRAL ST,Prestressed concrete,Slab,1973,0,Highway-pedestrian,12.2,MUN,NO,2017-03-17 00:00:00,Open,Bridge (NBI),{591B0551-6076-4FC7-8FB0-6DEC8E80744F},,,,
-70.983241595553608,42.861759743151836,5954,A07001,,2QR,04,Amesbury,42.86175097,-70.983241,WATER POWWOW RIVER,HWY   NEWTON RD,Prestressed concrete,Box Beam or Girders - Multiple,1995,0,Highway,23.5,MUN,NO,2015-06-26 00:00:00,Open,Bridge (NBI),{F8563FB7-7413-4CB4-A838-FD6CDEF2227A},,,,
-70.972458592397786,42.861979743385952,5955,A07002,,2QT,04,Amesbury,42.86197097,-70.972458,WATER POWWOW RIVER,HWY   NEWTON RD,Prestressed concrete,Slab,1994,0,Highway,10.7,MUN,NO,2015-11-04 00:00:00,Open,Bridge (NBI),{2EADDC67-8849-4AE7-8D68-2A7038680222},,,,
-70.93835755230532,42.858523743099987,5956,A07003,WALLACE J. HOBBS,2QU,04,Amesbury,42.85851497,-70.93835697,WATER POWWOW RIVER,HWY   HIGH ST,Prestressed concrete,Box Beam or Girders - Multiple,1995,0,Highway,19.2,MUN,NO,2016-07-21 00:00:00,Open,Bridge (NBI),{5BE9352D-3849-43BE-8433-7558A6E09BDA},,,,
-70.561945369897984,41.829951587536542,5957,P13037,,493,05,Plymouth,41.829943,-70.56194497,HWY   HEDGES POND RD,ST  3 NB/PLGRM HWY,Steel,Stringer/Multi-beam or Girder,1956,1976,Highway,21,DOT,NO,2016-05-07 00:00:00,Open,Bridge (NBI),{7E257F8A-3CA4-4D83-A615-0A7036577205},,,,
-70.562554397440564,41.830061559526591,5958,P13037,,494,05,Plymouth,41.83005297,-70.562554,HWY   HEDGES POND RD,ST  3 SB/PLGRM HWY,Steel,Stringer/Multi-beam or Girder,1956,1976,Highway,21,DOT,NO,2016-05-07 00:00:00,Open,Bridge (NBI),{F0B7464C-E3D8-445C-9630-46EDAA042A5D},,,,
-70.623754422781857,41.91970960235988,5959,P13034,,495,05,Plymouth,41.919701,-70.623754,WATER EEL RIVER,ST  3 NB/PLGRM HWY,Concrete,Culvert (includes frame culverts),1955,0,Highway,6.1,DOT,NO,2015-11-06 00:00:00,Open,Bridge (NBI),{FA199ED4-23DE-4C4E-A6E5-4818D410B9C0},,,,
-70.624149423108875,41.919521602637339,5960,P13034,,496,05,Plymouth,41.919513,-70.624149,WATER EEL RIVER,ST  3 SB/PLGRM HWY,Concrete,Culvert (includes frame culverts),1955,0,Highway,6.1,DOT,NO,2015-11-02 00:00:00,Open,Bridge (NBI),{EAF4D1CB-DE88-445C-930E-BAB4EE3DEECE},,,,
-70.641956402104881,41.932227605502973,5961,P13033,,497,05,Plymouth,41.932219,-70.64195597,HWY   PLIMOTH PLNTN HWY,ST  3 NB/PLGRM HWY,Steel,Stringer/Multi-beam or Girder,1956,1978,Highway,35.7,DOT,NO,2016-01-15 00:00:00,Open,Bridge (NBI),{794B8E9F-D2E5-4840-B87A-193AC697023C},,,,
-70.938098534432839,42.539967711656288,5962,P03016,,2UM,04,Peabody,42.539959,-70.93809797,ST128,ST114 ANDOVER ST,Steel continuous,Stringer/Multi-beam or Girder,1938,0,Highway-pedestrian,26.2,DOT,NO,2016-12-11 00:00:00,Open,Bridge (NBI),{000A4672-33D4-4014-8DBB-BA257415B7D2},,,,
-70.899281103966572,42.524903154258318,5963,S01001,,2UN,04,Salem,42.52489444,-70.89928056,WATER NORTH RIVER,ST114 NORTH ST,Concrete,Culvert (includes frame culverts),1952,0,Highway-pedestrian,7.3,DOT,YES,2017-03-02 00:00:00,Open,Bridge (NBI),{406FA68F-5EE8-40DF-93E5-176E1CC758B1},,,,
-71.210107631945291,42.702205705719713,5964,M17007,,2UP,04,Methuen,42.70219697,-71.21010697,HWY   RIVERSIDE DR,I  93,Steel continuous,Stringer/Multi-beam or Girder,1959,1975,Highway,95.1,DOT,NO,2015-10-07 00:00:00,Open,Bridge (NBI),{94B46E2C-9C8A-441B-A854-93CE1A150E8B},,,,
-71.210407660589922,42.704499705315165,5965,M17017,,2UQ,04,Methuen,42.70449097,-71.210407,ST110 EB/ST113 EB/LOWELL,I  93,Prestressed concrete,Stringer/Multi-beam or Girder,1959,1974,Highway,39.3,DOT,NO,2016-10-26 00:00:00,Open,Bridge (NBI),{1F81DB28-75D3-44F9-AE31-CEF31EBB1AD2},,,,
-71.210606633484772,42.706117706337082,5966,M17018,,2UR,04,Methuen,42.70610897,-71.21060597,ST110 WB/ST113 WB/LOWELL,I  93,Prestressed concrete,Stringer/Multi-beam or Girder,1959,1991,Highway,36.9,DOT,NO,2016-10-26 00:00:00,Open,Bridge (NBI),{4463FDEC-4D3F-4550-98B2-290EC97D3486},,,,
-71.117611582039601,42.360980644218749,5967,B16377,027 RIVER ST U.P.,4EH,06,Boston,42.36097197,-71.11761097,HWY   SOLDIERS FIELD RD,HWY   CAMBRIDGE ST,Concrete,Tee Beam,1954,0,Highway-pedestrian,20.1,DOT,NO,2016-07-14 00:00:00,Open,Bridge (NBI),{2A5216A3-5368-46CD-8E0E-464E6040DDB8},,,,
-71.13636761086029,42.245619621522394,5968,B16187,028 RIVER ST/MOTHER BRK,4EJ,06,Boston,42.24561097,-71.136367,WATER MOTHER BROOK,HWY   RIVER ST,Other,Mixed types,1976,2008,Highway-pedestrian,22.9,DOT,NO,2015-07-10 00:00:00,Open,Bridge (NBI),{F70B384B-D103-4BAA-8FE7-953FF28F2C34},,,,
-71.092304572350216,42.34914564209344,5969,B16365,030 BOWKER/COMM AVE,4EL,06,Boston,42.34913697,-71.09230397,ST  2 /COMM AV & BEACON,HWY   BOWKER INT,Steel,Stringer/Multi-beam or Girder,1965,0,Overpass structure at an interchange or second level of a multilevel interchange,235.3,DOT,YES,2015-07-15 00:00:00,Open,Bridge (NBI),{8E2F217B-B11F-4DD2-BF6C-60D2433A8F11},,,,
-71.069106594164509,42.367163646783368,5970,B16013,031 CRAIGIE DRAWBRIDGE,4EM,06,Boston,42.36715497,-71.069106,WATER CHARLES RIVER,ST 28 CHAS R DM RD,Steel,Movable - Bascule,1910,2011,Highway-pedestrian,27.7,DOT,NO,2015-12-15 00:00:00,Open,Bridge (NBI),{2C0320C7-9C96-46D7-8372-B3623222037C},,,,
-71.947360880221339,42.325817610741147,5971,P02001,,6UV,03,Paxton,42.32580897,-71.94736,WATER TURKEY HILL BROOK,ST122 PLEASANT ST,Steel,Culvert (includes frame culverts),1970,0,Highway-pedestrian,3,DOT,NO,2011-04-05 00:00:00,Open,Culvert,{10B8B75B-71A9-4D91-9A93-A25F646D7B0E},,,,
-71.960685856314939,42.311442607749562,5972,P02002,,6UW,03,Paxton,42.31143397,-71.96068497,WATER TURKEY HILL BROOK,ST 31 WEST ST,Steel,Culvert (includes frame culverts),1960,0,Highway-pedestrian,5.5,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{439EDC85-927C-4FBA-AC56-F0CACD514C87},,,,
-71.959929882771661,42.311827634229992,5973,P02003,,6UX,03,Paxton,42.311819,-71.959929,WATER TURKEY HILL BROOK,HWY   BLACKHILL RD,Concrete,Slab,1850,1929,Highway,4.9,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{447EA43E-F389-4761-AE2C-4D7C881C8C03},,,,
-71.970786887018519,42.316642635250048,5974,P02007,,6UY,03,Paxton,42.316634,-71.970786,WATER CARUNTH BROOK,HWY   NANIGAN RD,Concrete,Culvert (includes frame culverts),1965,0,Highway,3.4,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{29C3D221-6CF3-4654-82BF-2705A5298D7C},,,,
-71.969928858308435,42.311962634150611,5975,P02005,,6V0,03,Paxton,42.311954,-71.96992797,WATER CARUNTH BROOK,ST 31 WEST ST,Steel,Culvert (includes frame culverts),1965,0,Highway,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{D84BA2D4-0541-4494-80A6-F3B6B277BEE1},,,,
-71.850508859009523,42.48963864446219,5976,P16013,,6V7,03,Princeton,42.48962997,-71.850508,WATER KEYES BROOK,HWY   HOBBS RD,Steel,Culvert (includes frame culverts),1850,0,,3.7,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{259B3B65-5BD4-4BEC-A69F-F30614C622B3},,,,
-70.744228501279494,42.603523729616356,5977,M02017,,8AG,04,Manchester,42.603515,-70.744228,WATER BROOK,ST128 @ STA 101,-,-,1850,1900,,3.7,DOT,NO,2016-12-22 00:00:00,,Short Span Bridge,{D9431F11-4C77-4CAC-BCBB-02B6616297F6},,,,
-70.773000509663461,42.592480949112151,5978,M02018,,8AH,04,Manchester,42.59247222,-70.773,WATER SAWMILL BROOK,HWY   MANCHESTER R,Steel,Arch - Deck,1952,0,Other,4.1,DOT,YES,2016-12-22 00:00:00,Open,Short Span Bridge,{D256983C-E2FD-4284-AE55-05DC6C5039EE},,,,
-70.764077508132871,42.590081698858718,5979,M02019,,8AJ,04,Manchester,42.59007297,-70.764077,WATER SAW MILL BROOK,ST128,-,-,1850,1900,,4.3,DOT,UNKNOWN,NO CURRENT INSPECTION,,Short Span Bridge,{1CFFA9F6-4DF3-4654-AB47-EA7E39EFAF0D},,,,
-70.764077508132871,42.590081698858718,5980,M02020,,8AK,04,Manchester,42.59007297,-70.764077,WATER SAW MILL BROOK,ST128 NE RP SCHOOL,-,-,1850,1900,,4.3,DOT,UNKNOWN,NO CURRENT INSPECTION,,Short Span Bridge,{61D9A883-A5A7-4F64-B7B9-53E22A96F170},,,,
-70.761695506837739,42.593667727053102,5981,M02021,,8AL,04,Manchester,42.593659,-70.761695,WATER SAW MILL BROOK,HWY   ATWATER AVE,Steel,Culvert (includes frame culverts),1850,1980,Highway,4.4,DOT,YES,2005-06-13 00:00:00,Open,Short Span Bridge,{3FEFE5AB-2275-4597-A1E6-0DFBB904122C},,,,
-70.772880508717563,42.575261695714602,5982,M02001,,8AM,04,Manchester,42.57525297,-70.77288,WATER SAW MILL BROOK,ST127 CENTRAL ST,Masonry,Arch - Deck,1850,1900,Highway-pedestrian,4.9,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{0C3E8570-D7BA-4E7A-A60D-B39015EEEC31},,,,
-71.304669658878382,42.150764625092485,5983,M11019,,AAA,03,Medfield,42.150756,-71.304669,WATER STOP RIVER,HWY   SOUTH ST,Concrete,Culvert (includes frame culverts),1995,0,Highway-pedestrian,6.4,MUN,NO,2016-07-12 00:00:00,Open,Bridge (NBI),{9DCD24D9-006A-43C8-9B82-275BCBA5F5CC},,,,
-71.427859670677563,42.147393620890234,5984,M13015,,AB9,03,Medway,42.147385,-71.42785897,WATER CHICKEN BROOK,HWY   OAK ST,Masonry,Arch - Deck,1900,0,Highway,4.3,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{74AAE5E0-5DD7-4FA0-B376-A06F7E5CDBCC},,,,
-71.375856656580439,42.184753602382919,5985,M23015,,70Q,03,Millis,42.18474497,-71.37585597,WATER BOGASTOW BROOK,ST115 ORCHARD ST,Masonry,Arch - Deck,1900,1931,Highway,5.8,MUN,UNKNOWN,NO CURRENT INSPECTION,Open,Short Span Bridge,{9014AF0E-AF59-4C9E-84D4-60073CF45AA2},,,,
-72.375897989017957,42.263812610997185,5986,B05007,,0L6,02,Belchertown,42.263804,-72.37589697,WATER JABISH BROOK,ST181 MILL VLLY RD,Prestressed concrete,Slab,1934,0,Highway,9.6,MUN,NO,2015-11-04 00:00:00,Open,Bridge (NBI),{3EDD591A-1728-4B64-A6FA-D6869D8C95D4},,,,
-72.560428069488097,42.162436558203666,5987,C13058,,AHH,02,Chicopee,42.16242797,-72.560427,WATER COOLEY BROOK,HWY   FULLER RD,Concrete,Culvert (includes frame culverts),1958,0,Highway,13.4,MUN,NO,2016-04-03 00:00:00,Open,Bridge (NBI),{0465CAC0-CC45-4092-B6C8-02ECAE1837C8},,,,
-72.534849033446577,42.164603560366452,5988,C13033,,0L7,02,Chicopee,42.16459497,-72.53484797,WATER FULLER BROOK,HWY   NEW LOMBARD,Prestressed concrete,Slab,1956,0,Highway,10.4,MUN,NO,2015-04-23 00:00:00,Open,Bridge (NBI),{F1809EE4-D86A-496D-82AD-A0EA20DB7352},,,,
-71.359806260558656,42.620758712895082,5989,C08017,,8EG,04,Chelmsford,42.62075,-71.35980556,HWY   PARKHURST RD,US  3 NB,Steel,Stringer/Multi-beam or Girder,2004,0,Highway,18.5,DOT,NO,2015-05-06 00:00:00,Open,Bridge (NBI),{1EBA42BA-F7E4-4786-B388-732E173018BA},,,,
-72.241751947818173,42.30219259605019,5990,W05011,,8EJ,02,Ware,42.30218397,-72.24175097,WATER MUDDY BROOK,HWY   HARDWICK PND,Prestressed concrete,Box Beam or Girders - Single or Spread,2007,0,Highway-pedestrian,14.5,MUN,NO,2015-08-12 00:00:00,Open,Bridge (NBI),{F8FC90DA-1EA2-43BE-9BE9-7434AC1D3DD9},,,,
-73.000620234001843,42.489603633476243,5991,W41020,Polly Harwood,8EK,01,Windsor,42.489595,-73.000619,WATER WESTFIELD BROOK,HWY   HIGH ST,Concrete,Frame (except frame culverts),2010,0,Highway,10.4,MUN,NO,2016-12-01 00:00:00,Open,Bridge (NBI),{188DA985-0069-4D92-9DF4-21222912CF28},,,,
-72.463810036372749,42.572276667335323,5992,M28041,,0R8,02,Montague,42.572268,-72.46380897,WATER LYONS BROOK,HWY   MORMN HLW RD,Steel,Arch - Deck,1951,0,Highway,10.6,MUN,NO,2015-07-23 00:00:00,Open,Bridge (NBI),{36C91572-9FA2-45DD-8623-9DB252586380},,,,
-72.505898073550568,42.514782655021619,5993,M28040,,0R9,02,Montague,42.514774,-72.505897,WATER SAWMILL RIVER,HWY   SPLDNG BK RD,Prestressed concrete,Slab,1937,1983,Highway,8.5,MUN,NO,2015-07-17 00:00:00,Open,Bridge (NBI),{46D44F4A-8713-4DA0-9485-0F758FACE8BA},,,,
-72.312344984645975,42.546855639128253,5994,N09017,JONATHAN'S BRIDGE,AHQ,02,New Salem,42.54684697,-72.31234397,WATER M BR SWIFT RIVER,HWY   FAY RD,Steel,Culvert (includes frame culverts),1987,0,Highway,8.6,MUN,NO,2015-05-11 00:00:00,Open,Bridge (NBI),{F5ACBBDD-0BF0-4FA5-89C9-F7EFD72EEAA3},,,,
-71.388095696259228,42.313475653273542,5995,F07047,,4P3,03,Framingham,42.313467,-71.388095,RR    PCRR (ABANDONED),I  90 WB,Steel continuous,Stringer/Multi-beam or Girder,1957,1996,Highway,43,DOT,NO,2015-05-26 00:00:00,Open,Bridge (NBI),{6108425C-E90D-4599-9220-2A07FBA77720},,,,
-71.39076969705927,42.313759653920684,5996,F07059,,4P4,03,Framingham,42.313751,-71.390769,I  90,HWY   OLD CONN PTH,Steel,Stringer/Multi-beam or Girder,1957,1994,Highway,69.2,DOT,NO,2016-03-23 00:00:00,Open,Bridge (NBI),{5EEC8F7C-3F72-4B4D-91A4-BB7C86393971},,,,
-71.400855700579839,42.315381653482945,5997,F07058,,4P5,03,Framingham,42.315373,-71.400855,ST126 CONCORD ST,I  90 EB,Steel,Stringer/Multi-beam or Girder,1957,1988,Highway,38.1,DOT,NO,2015-06-22 00:00:00,Open,Bridge (NBI),{80665BD4-1D39-44FD-A60F-98CCBA48A9AB},,,,
-71.400886532946402,42.315575653619355,5998,F07058,,4P6,03,Framingham,42.315567,-71.40088583,ST126 CONCORD ST,I  90 WB,Steel,Stringer/Multi-beam or Girder,1957,1989,Highway,38.1,DOT,NO,2015-06-22 00:00:00,Open,Bridge (NBI),{C0CF91CF-7B67-4ED0-907E-2A07426B622F},,,,
